query_id,query_text,language,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area,age_group,pregnancy_status,year,recency_flag,dose_context_flag,route,renal_function_group,hepatic_impairment_flag,comparison_flag,negation_flag,prior_treatment_failure_flag,intent,intent_top_level,intent_subtype,rule_intent_signal,prototype_intent_signal,cluster_intent_signal,signal_plurality_intent,signal_agreement,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes
Q044,Malaria with pregnancy first line drug,EN,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,prototype_cluster_against_rule,low,model_assisted_schema_review,True,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.
Q045,switch from Diazepam to Diazepam in Febrile Seizure,EN,Febrile Seizure,R56.0,Diazepam; Diazepam,N05BA01; N05BA01,Benzodiazepines; Benzodiazepines,N05BA; N05BA,Pediatrics,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q046,kapan mulai terapi Adalimumab pada Gout,ID,Gout,M10,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).
Q047,Tiotropium long term outcomes COPD,EN,COPD,J44,Tiotropium,R03BB04,Long-acting antimuscarinics,R03BB,Pulmonology,,,,False,False,,,False,False,False,False,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).
Q048,Ibuprofen long term outcomes Systemic Lupus Erythematosus,EN,Systemic Lupus Erythematosus,M32,Ibuprofen,M01AE01,NSAIDs,M01AE,Rheumatology,,,,False,False,,,False,False,False,False,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).
Q049,Calcium channel blockers mechanism untuk Atrial Fibrillation bagaimana cara kerjanya,MIXED,Atrial Fibrillation,I48,Amlodipine,C08CA01,Calcium channel blockers,C08CA,Cardiology,,,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q050,Levofloxacin hepatic impairment dose in HIV/AIDS,EN,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,,,False,True,,,True,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q051,add on therapy Malaria after Dolutegravir failure,EN,Malaria,B50,Dolutegravir,J05AJ03,Integrase inhibitors,J05AJ,Infectious Disease,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice)."
Q052,HIV/AIDS first line Penicillins evidence based,MIXED,HIV/AIDS,B20,Amoxicillin,J01CA04,Penicillins,J01CA,Infectious Disease,,,,False,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q053,Atypical antipsychotics mechanism of action in Schizophrenia,EN,Schizophrenia,F20,Clozapine,N05AH02,Atypical antipsychotics,N05AH,Psychiatry,,,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,three_signal_consensus,False,not_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q054,is Empagliflozin safe in Chronic Kidney Disease with renal impairment,EN,Chronic Kidney Disease,N18,Empagliflozin,A10BK03,SGLT2 inhibitors,A10BK,Nephrology,,,,False,False,,renal_impairment,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Dosing / Administration,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration)."
Q055,Methimazole side effect pada pasien Hyperthyroidism apa saja,MIXED,Hyperthyroidism,E05,Methimazole,H03BB02,Antithyroid agents,H03BB,Endocrinology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q056,Sepsis emergency Piperacillin-tazobactam loading dose berapa,MIXED,Sepsis,A41,Piperacillin-tazobactam,J01CR05,Beta-lactam combinations,J01CR,Critical Care,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q057,Dapagliflozin vs Dapagliflozin untuk pasien Chronic Kidney Disease mana lebih efektif,MIXED,Chronic Kidney Disease,N18,Dapagliflozin; Dapagliflozin,A10BK01; A10BK01,SGLT2 inhibitors; SGLT2 inhibitors,A10BK; A10BK,Nephrology,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q058,Thrombolytics role in Ischaemic Stroke pathophysiology,EN,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,model_assisted_schema_review,False,pilot_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q059,switch dari Dupilumab ke Cyclosporine Psoriasis progresif,MIXED,Psoriasis,L40,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Dermatology,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q060,Migraine with liver disease first line drug,EN,Migraine,G43,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,,,,False,False,,,True,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Dosing / Administration,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Dosing / Administration).
Q061,Epilepsy first line Antiepileptics other evidence based,MIXED,Epilepsy,G40,Levetiracetam,N03AX14,Antiepileptics other,N03AX,Neurology,,,,False,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q062,latest COPD management guidelines terbaru,EN,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology,,,,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q063,Malaria pada anak dosis Tenofovir disoproxil,ID,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,pediatric,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
