side,record_id,language,text,entities,extracted_context,proxies,publication_year,risk_flags,duplicate_terms,unsupported_molecule_count,title_year_disagrees
query,Q089,EN,biomarkers Community-acquired Pneumonia treatment response Rivaroxaban,"{""disease_entity"": ""Community-acquired Pneumonia"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q090,ID,algoritma terapi Community-acquired Pneumonia step up,"{""disease_entity"": ""Community-acquired Pneumonia"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Pulmonology""}",{},,,molecule_without_literal_support,0,1,False
query,Q091,MIXED,Liraglutide pada pasien elderly Obesity apa perlu adjustment,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Liraglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}","{""age_group"": ""elderly"", ""dose_context_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q092,MIXED,switch dari Levothyroxine ke Levothyroxine Hyperthyroidism progresif,"{""disease_entity"": ""Hyperthyroidism"", ""molecule_entity"": ""Levothyroxine; Levothyroxine"", ""drug_class_entity"": ""Thyroid hormones; Thyroid hormones"", ""therapeutic_area"": ""Endocrinology""}",{},,,duplicate_metadata,2,0,False
query,Q093,ID,penggantian Ezetimibe ke Amlodipine pada Acute Coronary Syndrome,"{""disease_entity"": ""Acute Coronary Syndrome"", ""molecule_entity"": ""Ezetimibe; Amlodipine"", ""drug_class_entity"": ""Cholesterol absorption inhibitors; Calcium channel blockers"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q094,MIXED,kapan start Azithromycin di Asthma evidence terbaru 2022,"{""disease_entity"": ""Asthma"", ""molecule_entity"": ""Azithromycin"", ""drug_class_entity"": ""Macrolides"", ""therapeutic_area"": ""Pulmonology""}","{""year"": 2022, ""recency_flag"": true}",,,,0,0,False
query,Q095,EN,monitoring parameters Empagliflozin in Atrial Fibrillation,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q096,EN,Epilepsy risk stratification approach,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,,molecule_without_literal_support,0,1,False
query,Q097,ID,Iron Deficiency Anaemia pada anak dosis Ferrous sulphate,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Ferrous sulphate"", ""drug_class_entity"": ""Iron preparations"", ""therapeutic_area"": ""Haematology""}","{""age_group"": ""pediatric"", ""dose_context_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q098,MIXED,ARBs terbaru untuk Hypertension 2022,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Cardiology""}","{""year"": 2022, ""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q099,MIXED,Atrial Fibrillation emergency Apixaban loading dose berapa,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Apixaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Cardiology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q100,MIXED,prophylaxis Ischaemic Stroke Alteplase kapan bisa dihentikan,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Alteplase"", ""drug_class_entity"": ""Thrombolytics"", ""therapeutic_area"": ""Neurology""}",{},,,,0,0,False
query,Q101,EN,Dolutegravir drug interaction with Tenofovir disoproxil in Malaria,"{""disease_entity"": ""Malaria"", ""molecule_entity"": ""Dolutegravir; Tenofovir disoproxil"", ""drug_class_entity"": ""Integrase inhibitors; NRTIs"", ""therapeutic_area"": ""Infectious Disease""}",{},,,,0,0,False
query,Q102,ID,Antimalarials kontraindikasi pada Typhoid Fever dengan obesity,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}",{},,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q103,EN,biomarkers Ischaemic Stroke treatment response Alteplase,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Alteplase"", ""drug_class_entity"": ""Thrombolytics"", ""therapeutic_area"": ""Neurology""}",{},,,,0,0,False
query,Q104,EN,Erythropoietin loading dose Iron Deficiency Anaemia emergency,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Erythropoietin"", ""drug_class_entity"": ""Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q105,ID,tatalaksana Breast Cancer HER2-positive panduan terbaru 2025,"{""disease_entity"": ""Breast Cancer HER2-positive"", ""molecule_entity"": ""Methylphenidate"", ""drug_class_entity"": ""CNS stimulants"", ""therapeutic_area"": ""Oncology""}","{""year"": 2025, ""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q106,EN,titration protocol Metoprolol in Heart Failure,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Metoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q107,ID,algoritma terapi Asthma step up,"{""disease_entity"": ""Asthma"", ""molecule_entity"": ""Salmeterol"", ""drug_class_entity"": ""Long-acting beta2-agonists"", ""therapeutic_area"": ""Pulmonology""}",{},,,molecule_without_literal_support,0,1,False
query,Q108,EN,Antituberculotics adverse effects monitoring in Tuberculosis,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Rifampicin"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,molecule_without_literal_support,0,1,False
query,Q109,MIXED,kapan start Levetiracetam di Epilepsy evidence terbaru terbaru,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Levetiracetam"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}","{""recency_flag"": true}",,,,0,0,False
query,Q110,MIXED,dosis titrasi Topiramate Epilepsy toleransi pasien,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q111,EN,Erythropoietin contraindication in Iron Deficiency Anaemia with anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Erythropoietin"", ""drug_class_entity"": ""Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}",{},,,,0,0,False
query,Q112,EN,Alteplase vs Aspirin in Ischaemic Stroke patients,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Alteplase; Aspirin"", ""drug_class_entity"": ""Thrombolytics; Platelet aggregation inhibitors"", ""therapeutic_area"": ""Neurology""}","{""comparison_flag"": true}",,,comparison,0,0,False
query,Q113,EN,latest Obesity management guidelines 2025,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Liraglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2025, ""recency_flag"": true}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q114,EN,Colchicine vs Colchicine in Psoriatic Arthritis patients,"{""disease_entity"": ""Psoriatic Arthritis"", ""molecule_entity"": ""Colchicine; Colchicine"", ""drug_class_entity"": ""Gout preparations; Gout preparations"", ""therapeutic_area"": ""Rheumatology""}","{""comparison_flag"": true}",,,comparison;duplicate_metadata,2,0,False
query,Q115,ID,dosis Artemether-lumefantrine untuk pasien Typhoid Fever,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q116,MIXED,Osteoporosis dengan elderly patients pilihan drug terbaik,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}","{""age_group"": ""elderly""}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q117,MIXED,switch dari Artemether-lumefantrine ke Artemether-lumefantrine Typhoid Fever progresif,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine; Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials; Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}",{},,,duplicate_metadata,2,0,False
query,Q118,MIXED,Chronic Lymphocytic Leukaemia emergency Ibrutinib loading dose berapa,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors"", ""therapeutic_area"": ""Oncology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q119,MIXED,Gout first line TNF inhibitors evidence based,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,molecule_without_literal_support,0,1,False
query,Q120,EN,latest Hypertension management guidelines terbaru,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Amlodipine"", ""drug_class_entity"": ""Calcium channel blockers"", ""therapeutic_area"": ""Cardiology""}","{""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q121,EN,when to start Venlafaxine in Major Depressive Disorder,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Venlafaxine"", ""drug_class_entity"": ""SNRIs"", ""therapeutic_area"": ""Psychiatry""}",{},,,,0,0,False
query,Q122,MIXED,Tenofovir+Lamivudine pada pasien elderly Urinary Tract Infection apa perlu adjustment,"{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}","{""age_group"": ""elderly"", ""dose_context_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q123,ID,kapan mulai terapi Rivaroxaban pada Deep Vein Thrombosis,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,,,0,0,False
query,Q124,MIXED,add on Tenofovir disoproxil setelah Tenofovir disoproxil gagal Malaria,"{""disease_entity"": ""Malaria"", ""molecule_entity"": ""Tenofovir disoproxil; Tenofovir disoproxil"", ""drug_class_entity"": ""NRTIs; NRTIs"", ""therapeutic_area"": ""Infectious Disease""}","{""prior_treatment_failure_flag"": true}",,,duplicate_metadata,2,0,False
query,Q125,MIXED,kontraindikasi Secukinumab pada Gout dengan heart failure,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,,0,0,False
query,Q126,EN,add on therapy HIV/AIDS after Levofloxacin failure,"{""disease_entity"": ""HIV/AIDS"", ""molecule_entity"": ""Levofloxacin"", ""drug_class_entity"": ""Fluoroquinolones"", ""therapeutic_area"": ""Infectious Disease""}","{""prior_treatment_failure_flag"": true}",,,,0,0,False
query,Q127,EN,Tuberculosis with CKD first line drug,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Isoniazid"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,molecule_without_literal_support,0,1,False
query,Q128,MIXED,kapan start Alendronate di Osteoporosis evidence terbaru 2022,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}","{""year"": 2022, ""recency_flag"": true}",,,,0,0,False
query,Q129,ID,Imatinib pada ibu hamil dengan Chronic Myeloid Leukaemia,"{""disease_entity"": ""Chronic Myeloid Leukaemia"", ""molecule_entity"": ""Imatinib"", ""drug_class_entity"": ""BCR-ABL inhibitors"", ""therapeutic_area"": ""Oncology""}","{""pregnancy_status"": ""pregnant""}",,,population_or_comorbidity,0,0,False
query,Q130,EN,Bisoprolol dosing in Heart Failure with hypertension,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Bisoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q131,MIXED,kontraindikasi Rifampicin pada Tuberculosis dengan COPD,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Rifampicin"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q132,EN,Methotrexate dosing in Systemic Lupus Erythematosus with heart failure,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Methotrexate"", ""drug_class_entity"": ""Antimetabolites"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q133,EN,Omeprazole contraindication in Peptic Ulcer Disease with hypertension,"{""disease_entity"": ""Peptic Ulcer Disease"", ""molecule_entity"": ""Omeprazole"", ""drug_class_entity"": ""Proton pump inhibitors"", ""therapeutic_area"": ""Gastroenterology""}",{},,,,0,0,False
query,Q134,EN,Non-Small Cell Lung Cancer prophylaxis Pembrolizumab indication,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Pembrolizumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,,,0,0,False
query,Q135,EN,Rosuvastatin hepatic impairment dose in Acute Coronary Syndrome,"{""disease_entity"": ""Acute Coronary Syndrome"", ""molecule_entity"": ""Rosuvastatin"", ""drug_class_entity"": ""Statins"", ""therapeutic_area"": ""Cardiology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,,,0,0,False
query,Q136,EN,add on therapy Hypertension in Pregnancy after Methyldopa failure,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant"", ""prior_treatment_failure_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q137,MIXED,ARBs mechanism untuk Heart Failure bagaimana cara kerjanya,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Cardiology""}",{},,,molecule_without_literal_support,0,1,False
query,Q138,ID,Pembrolizumab pada ibu hamil dengan Non-Small Cell Lung Cancer,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Pembrolizumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}","{""pregnancy_status"": ""pregnant""}",,,population_or_comorbidity,0,0,False
query,Q139,MIXED,dosis titrasi Artemether-lumefantrine Typhoid Fever toleransi pasien,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q140,EN,Beta blockers selective role in Stable Angina pathophysiology,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Metoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}",{},,,molecule_without_literal_support,0,1,False
query,Q141,MIXED,prophylaxis Colorectal Cancer Pembrolizumab kapan bisa dihentikan,"{""disease_entity"": ""Colorectal Cancer"", ""molecule_entity"": ""Pembrolizumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,,,0,0,False
query,Q142,ID,Vitamin A kontraindikasi pada Stunting / Malnutrition dengan COPD,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Vitamin A"", ""drug_class_entity"": ""Vitamin A"", ""therapeutic_area"": ""Pediatrics""}",{},,,,0,0,False
query,Q143,MIXED,switch dari Adalimumab ke Adalimumab Systemic Lupus Erythematosus progresif,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab; Adalimumab"", ""drug_class_entity"": ""TNF inhibitors; TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,duplicate_metadata,2,0,False
query,Q144,EN,Colchicine loading dose Psoriatic Arthritis emergency,"{""disease_entity"": ""Psoriatic Arthritis"", ""molecule_entity"": ""Colchicine"", ""drug_class_entity"": ""Gout preparations"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q145,EN,titration protocol Rivaroxaban in Community-acquired Pneumonia,"{""disease_entity"": ""Community-acquired Pneumonia"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q146,MIXED,Bedaquiline vs Rifampicin untuk pasien Tuberculosis mana lebih efektif,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Bedaquiline; Rifampicin"", ""drug_class_entity"": ""Antituberculotics; Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""comparison_flag"": true}",,,comparison;duplicate_metadata,1,0,False
query,Q147,MIXED,Chronic Kidney Disease first line ARBs evidence based,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Nephrology""}",{},,,molecule_without_literal_support;population_or_comorbidity,0,1,False
