side,record_id,field,value,duplicate,evidence_source,evidence_span
query,Q084,molecule_entity,Salmeterol,False,metadata_without_literal_text_support,
query,Q084,drug_class_entity,Long-acting beta2-agonists,False,metadata_without_literal_text_support,
query,Q084,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q085,disease_entity,Breast Cancer HER2-positive,False,text_and_metadata,Breast Cancer HER2-positive
query,Q085,molecule_entity,Methylphenidate,False,text_and_metadata,Methylphenidate
query,Q085,molecule_entity,Methylphenidate,True,text_and_metadata,Methylphenidate
query,Q085,drug_class_entity,CNS stimulants,False,metadata_without_literal_text_support,
query,Q085,drug_class_entity,CNS stimulants,True,metadata_without_literal_text_support,
query,Q085,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q086,disease_entity,Sepsis,False,text_and_metadata,Sepsis
query,Q086,molecule_entity,Norepinephrine,False,text_and_metadata,Norepinephrine
query,Q086,molecule_entity,Piperacillin-tazobactam,False,text_and_metadata,Piperacillin-tazobactam
query,Q086,drug_class_entity,Adrenergic agonists,False,metadata_without_literal_text_support,
query,Q086,drug_class_entity,Beta-lactam combinations,False,metadata_without_literal_text_support,
query,Q086,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q087,disease_entity,Rheumatoid Arthritis,False,text_and_metadata,Rheumatoid Arthritis
query,Q087,molecule_entity,Hydroxychloroquine,False,metadata_without_literal_text_support,
query,Q087,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q087,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q088,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
query,Q088,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
query,Q088,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
query,Q088,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
query,Q089,disease_entity,Community-acquired Pneumonia,False,text_and_metadata,Community-acquired Pneumonia
query,Q089,molecule_entity,Rivaroxaban,False,text_and_metadata,Rivaroxaban
query,Q089,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
query,Q089,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q090,disease_entity,Community-acquired Pneumonia,False,text_and_metadata,Community-acquired Pneumonia
query,Q090,molecule_entity,Rivaroxaban,False,metadata_without_literal_text_support,
query,Q090,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
query,Q090,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q091,disease_entity,Obesity,False,text_and_metadata,Obesity
query,Q091,molecule_entity,Liraglutide,False,text_and_metadata,Liraglutide
query,Q091,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q091,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q092,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
query,Q092,molecule_entity,Levothyroxine,False,text_and_metadata,Levothyroxine
query,Q092,molecule_entity,Levothyroxine,True,text_and_metadata,Levothyroxine
query,Q092,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
query,Q092,drug_class_entity,Thyroid hormones,True,metadata_without_literal_text_support,
query,Q092,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q093,disease_entity,Acute Coronary Syndrome,False,text_and_metadata,Acute Coronary Syndrome
query,Q093,molecule_entity,Ezetimibe,False,text_and_metadata,Ezetimibe
query,Q093,molecule_entity,Amlodipine,False,text_and_metadata,Amlodipine
query,Q093,drug_class_entity,Cholesterol absorption inhibitors,False,metadata_without_literal_text_support,
query,Q093,drug_class_entity,Calcium channel blockers,False,metadata_without_literal_text_support,
query,Q093,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q094,disease_entity,Asthma,False,text_and_metadata,Asthma
query,Q094,molecule_entity,Azithromycin,False,text_and_metadata,Azithromycin
query,Q094,drug_class_entity,Macrolides,False,metadata_without_literal_text_support,
query,Q094,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q095,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
query,Q095,molecule_entity,Empagliflozin,False,text_and_metadata,Empagliflozin
query,Q095,drug_class_entity,SGLT2 inhibitors,False,metadata_without_literal_text_support,
query,Q095,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q096,disease_entity,Epilepsy,False,text_and_metadata,Epilepsy
query,Q096,molecule_entity,Topiramate,False,metadata_without_literal_text_support,
query,Q096,drug_class_entity,Antiepileptics other,False,metadata_without_literal_text_support,
query,Q096,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q097,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
query,Q097,molecule_entity,Ferrous sulphate,False,text_and_metadata,Ferrous sulphate
query,Q097,drug_class_entity,Iron preparations,False,metadata_without_literal_text_support,
query,Q097,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
query,Q098,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q098,molecule_entity,Losartan,False,metadata_without_literal_text_support,
query,Q098,drug_class_entity,ARBs,False,text_and_metadata,ARBs
query,Q098,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q099,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
query,Q099,molecule_entity,Apixaban,False,text_and_metadata,Apixaban
query,Q099,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
query,Q099,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q100,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q100,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q100,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q100,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q101,disease_entity,Malaria,False,text_and_metadata,Malaria
query,Q101,molecule_entity,Dolutegravir,False,text_and_metadata,Dolutegravir
query,Q101,molecule_entity,Tenofovir disoproxil,False,text_and_metadata,Tenofovir disoproxil
query,Q101,drug_class_entity,Integrase inhibitors,False,metadata_without_literal_text_support,
query,Q101,drug_class_entity,NRTIs,False,metadata_without_literal_text_support,
query,Q101,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q102,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q102,molecule_entity,Artemether-lumefantrine,False,metadata_without_literal_text_support,
query,Q102,drug_class_entity,Antimalarials,False,text_and_metadata,Antimalarials
query,Q102,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q103,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q103,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q103,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q103,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q104,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
query,Q104,molecule_entity,Erythropoietin,False,text_and_metadata,Erythropoietin
query,Q104,drug_class_entity,Erythropoiesis stimulating agents,False,metadata_without_literal_text_support,
query,Q104,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
query,Q105,disease_entity,Breast Cancer HER2-positive,False,text_and_metadata,Breast Cancer HER2-positive
query,Q105,molecule_entity,Methylphenidate,False,metadata_without_literal_text_support,
query,Q105,drug_class_entity,CNS stimulants,False,metadata_without_literal_text_support,
query,Q105,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q106,disease_entity,Heart Failure,False,text_and_metadata,Heart Failure
query,Q106,molecule_entity,Metoprolol,False,text_and_metadata,Metoprolol
query,Q106,drug_class_entity,Beta blockers selective,False,metadata_without_literal_text_support,
query,Q106,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q107,disease_entity,Asthma,False,text_and_metadata,Asthma
query,Q107,molecule_entity,Salmeterol,False,metadata_without_literal_text_support,
query,Q107,drug_class_entity,Long-acting beta2-agonists,False,metadata_without_literal_text_support,
query,Q107,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q108,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q108,molecule_entity,Rifampicin,False,metadata_without_literal_text_support,
query,Q108,drug_class_entity,Antituberculotics,False,text_and_metadata,Antituberculotics
query,Q108,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q109,disease_entity,Epilepsy,False,text_and_metadata,Epilepsy
query,Q109,molecule_entity,Levetiracetam,False,text_and_metadata,Levetiracetam
query,Q109,drug_class_entity,Antiepileptics other,False,metadata_without_literal_text_support,
query,Q109,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q110,disease_entity,Epilepsy,False,text_and_metadata,Epilepsy
query,Q110,molecule_entity,Topiramate,False,text_and_metadata,Topiramate
query,Q110,drug_class_entity,Antiepileptics other,False,metadata_without_literal_text_support,
query,Q110,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q111,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
query,Q111,molecule_entity,Erythropoietin,False,text_and_metadata,Erythropoietin
query,Q111,drug_class_entity,Erythropoiesis stimulating agents,False,metadata_without_literal_text_support,
query,Q111,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
query,Q112,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q112,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q112,molecule_entity,Aspirin,False,text_and_metadata,Aspirin
query,Q112,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q112,drug_class_entity,Platelet aggregation inhibitors,False,metadata_without_literal_text_support,
query,Q112,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q113,disease_entity,Obesity,False,text_and_metadata,Obesity
query,Q113,molecule_entity,Liraglutide,False,metadata_without_literal_text_support,
query,Q113,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q113,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q114,disease_entity,Psoriatic Arthritis,False,text_and_metadata,Psoriatic Arthritis
query,Q114,molecule_entity,Colchicine,False,text_and_metadata,Colchicine
query,Q114,molecule_entity,Colchicine,True,text_and_metadata,Colchicine
query,Q114,drug_class_entity,Gout preparations,False,metadata_without_literal_text_support,
query,Q114,drug_class_entity,Gout preparations,True,metadata_without_literal_text_support,
query,Q114,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q115,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q115,molecule_entity,Artemether-lumefantrine,False,text_and_metadata,Artemether-lumefantrine
query,Q115,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q115,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q116,disease_entity,Osteoporosis,False,text_and_metadata,Osteoporosis
query,Q116,molecule_entity,Alendronate,False,metadata_without_literal_text_support,
query,Q116,drug_class_entity,Bisphosphonates,False,metadata_without_literal_text_support,
query,Q116,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q117,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q117,molecule_entity,Artemether-lumefantrine,False,text_and_metadata,Artemether-lumefantrine
query,Q117,molecule_entity,Artemether-lumefantrine,True,text_and_metadata,Artemether-lumefantrine
query,Q117,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q117,drug_class_entity,Antimalarials,True,metadata_without_literal_text_support,
query,Q117,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q118,disease_entity,Chronic Lymphocytic Leukaemia,False,text_and_metadata,Chronic Lymphocytic Leukaemia
query,Q118,molecule_entity,Ibrutinib,False,text_and_metadata,Ibrutinib
query,Q118,drug_class_entity,BTK inhibitors,False,metadata_without_literal_text_support,
query,Q118,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q119,disease_entity,Gout,False,text_and_metadata,Gout
query,Q119,molecule_entity,Adalimumab,False,metadata_without_literal_text_support,
query,Q119,drug_class_entity,TNF inhibitors,False,text_and_metadata,TNF inhibitors
query,Q119,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q120,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q120,molecule_entity,Amlodipine,False,metadata_without_literal_text_support,
query,Q120,drug_class_entity,Calcium channel blockers,False,metadata_without_literal_text_support,
query,Q120,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q121,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q121,molecule_entity,Venlafaxine,False,text_and_metadata,Venlafaxine
query,Q121,drug_class_entity,SNRIs,False,metadata_without_literal_text_support,
query,Q121,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q122,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q122,molecule_entity,Tenofovir+Lamivudine,False,text_and_metadata,Tenofovir+Lamivudine
query,Q122,drug_class_entity,NRTIs combination,False,metadata_without_literal_text_support,
query,Q122,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q123,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
