query_id,query_text,language,intent_text,cluster_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,anchor_rule_intent,matched_candidate_intents,n_anchor_matches,used_as_weak_anchor,prototype_top_intent,prototype_top_score,prototype_second_intent,prototype_second_score,ambiguity_margin,margin_is_calibrated_confidence,similarity_management_treatment,similarity_diagnosis_differential_diagnosis,similarity_work_up_test_selection,similarity_test_clinical_data_interpretation,similarity_pharmacotherapy,similarity_evidence_guideline_lookup,similarity_procedures_techniques,similarity_epidemiology_prognosis,similarity_patient_communication_education,similarity_other_ambiguous
Q057,Dapagliflozin vs Dapagliflozin untuk pasien Chronic Kidney Disease mana lebih efektif,MIXED,medicine vs medicine untuk pasien disease mana lebih efektif,0,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5386045,Management / Treatment,0.5001536,0.038450897,False,0.500154,0.318894,0.321434,0.354512,0.538604,0.374143,0.441864,0.429394,0.429246,0.150252
Q058,Thrombolytics role in Ischaemic Stroke pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q059,switch dari Dupilumab ke Cyclosporine Psoriasis progresif,MIXED,switch dari medicine ke medicine disease progresif,0,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.3716695,Procedures / Techniques,0.34782794,0.02384156,False,0.37167,0.226748,0.234984,0.337939,0.327019,0.341015,0.347828,0.315691,0.32162,0.022536
Q060,Migraine with liver disease first line drug,EN,disease with liver disease first line drug,3,Management / Treatment Selection,0.9850181,Guideline / Evidence Lookup,0.011684702,0.97333336,0.03942622,0.09368171,0.8668921,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.36040938,Management / Treatment,0.2908879,0.06952149,False,0.290888,0.269215,0.16635,0.212606,0.360409,0.27893,0.115746,0.256193,0.183378,0.006287
Q061,Epilepsy first line Antiepileptics other evidence based,MIXED,disease first line drugclass evidence based,6,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Pharmacotherapy,0.533338,Evidence / Guideline Lookup,0.44116023,0.09217778,False,0.401374,0.407281,0.351618,0.35421,0.533338,0.44116,0.218159,0.367855,0.289911,0.190495
Q062,latest COPD management guidelines terbaru,EN,latest disease management guidelines terbaru,0,Guideline / Evidence Lookup,0.9292537,Management / Treatment Selection,0.039107595,0.8901461,0.15030879,0.26743743,0.5822538,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Management / Treatment,0.5543601,Evidence / Guideline Lookup,0.50384086,0.050519228,False,0.55436,0.454364,0.37776,0.448654,0.430171,0.503841,0.446277,0.497728,0.413438,0.187467
Q063,Malaria pada anak dosis Tenofovir disoproxil,ID,disease pada anak dosis medicine,10,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.3919183,Diagnosis / Differential Diagnosis,0.374479,0.017439306,False,0.3242,0.374479,0.238274,0.36668,0.365594,0.337571,0.28756,0.391918,0.297087,0.035287
Q064,monitoring parameters Methyldopa in Hypertension in Pregnancy,EN,monitoring parameters medicine in disease,6,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5805537,Diagnosis / Differential Diagnosis,0.5125228,0.068030894,False,0.509286,0.512523,0.450211,0.511347,0.580554,0.440554,0.447351,0.496787,0.459461,0.158099
Q065,Semaglutide efficacy pada Type 2 Diabetes Mellitus clinical outcome data,MIXED,medicine efficacy pada disease clinical outcome data,0,Efficacy / Outcomes,0.985386,Safety / Contraindication,0.007339046,0.97804695,0.25569043,0.34933466,0.39497498,Efficacy / Outcomes,Efficacy / Outcomes,1,True,Epidemiology / Prognosis,0.5372452,Pharmacotherapy,0.53344434,0.003800869,False,0.482681,0.432297,0.295658,0.447422,0.533444,0.509802,0.453467,0.537245,0.427836,0.10155
Q066,monitoring parameters Rosuvastatin in Acute Coronary Syndrome,EN,monitoring parameters medicine in disease,6,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5805537,Diagnosis / Differential Diagnosis,0.5125228,0.068030894,False,0.509286,0.512523,0.450211,0.511347,0.580554,0.440554,0.447351,0.496787,0.459461,0.158099
Q067,kapan start Atorvastatin di Acute Coronary Syndrome evidence terbaru 2025,MIXED,kapan start medicine di disease evidence terbaru 2025,0,Guideline / Evidence Lookup,0.94005793,Management / Treatment Selection,0.028276995,0.91178095,0.15640968,0.30461428,0.538976,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Evidence / Guideline Lookup,0.5532579,Epidemiology / Prognosis,0.5036628,0.049595058,False,0.442041,0.367255,0.463606,0.471616,0.45618,0.553258,0.3751,0.503663,0.335231,0.147727
Q068,Labetalol resistance in Hypertension in Pregnancy alternative therapy,EN,medicine resistance in disease alternative therapy,0,Interaction / Combination,0.40348408,Treatment Change / Escalation,0.21723941,0.18624467,0.06778472,0.18726723,0.744948,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.40112028,Evidence / Guideline Lookup,0.3830844,0.018035889,False,0.352638,0.221449,0.176431,0.249411,0.40112,0.383084,0.351894,0.318592,0.297085,0.05811
Q069,dosis titrasi Alendronate Osteoporosis toleransi pasien,MIXED,dosis titrasi medicine disease toleransi pasien,5,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.39480203,Pharmacotherapy,0.3898939,0.0049081445,False,0.349012,0.325368,0.193371,0.275941,0.389894,0.343839,0.283977,0.394802,0.315215,-0.001069
Q070,Furosemide long term outcomes Nephrotic Syndrome,EN,medicine long term outcomes disease,0,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,Efficacy / Outcomes,1,True,Epidemiology / Prognosis,0.5110607,Test / Clinical Data Interpretation,0.44481257,0.06624815,False,0.404389,0.388199,0.235139,0.444813,0.380207,0.436837,0.301888,0.511061,0.413811,0.086811
Q071,Vancomycin vs Piperacillin-tazobactam in Sepsis patients,EN,medicine vs medicine in disease patients,0,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.004778459,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5007163,Management / Treatment,0.46369326,0.037023067,False,0.463693,0.343376,0.299476,0.380712,0.500716,0.31922,0.381206,0.425953,0.446629,0.127506
Q072,prophylaxis Typhoid Fever Artemether-lumefantrine kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q073,is Valproate safe in Epilepsy with hypertension,EN,is medicine safe in disease with hypertension,1,Safety / Contraindication,0.899799,Efficacy / Outcomes,0.022199323,0.87759966,0.072014146,0.2641947,0.6637912,Safety / Contraindication,Safety / Contraindication,1,True,Evidence / Guideline Lookup,0.36414906,Pharmacotherapy,0.3542692,0.009879857,False,0.290132,0.215487,0.111003,0.184299,0.354269,0.364149,0.230956,0.320358,0.263923,0.082319
Q074,Zinc supplements role in Stunting / Malnutrition pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q075,Psoriasis guideline update terbaru summary,EN,disease guideline update terbaru summary,0,Guideline / Evidence Lookup,0.9088194,Management / Treatment Selection,0.041700598,0.8671188,0.2930321,0.31573683,0.3912311,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Evidence / Guideline Lookup,0.52301615,Diagnosis / Differential Diagnosis,0.49098724,0.032028913,False,0.37088,0.490987,0.287453,0.444838,0.335052,0.523016,0.25256,0.432099,0.36436,0.12604
Q076,Acute Coronary Syndrome dengan renal impairment penyesuaian dosis Ezetimibe,MIXED,disease dengan renal impairment penyesuaian dosis medicine,1,Dosing / Administration,0.93447703,Safety / Contraindication,0.026299171,0.90817785,0.12735051,0.38163197,0.49101758,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.3254621,Pharmacotherapy,0.31451082,0.010951281,False,0.248229,0.281574,0.172108,0.30487,0.314511,0.272935,0.225793,0.325462,0.273432,0.003097
Q077,algoritma terapi Iron Deficiency Anaemia step up,ID,algoritma terapi disease step up,11,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.3736121,Pharmacotherapy,0.2844178,0.0891943,False,0.373612,0.242224,0.225396,0.244146,0.284418,0.265559,0.242228,0.267169,0.255031,0.158703
Q078,apakah Risperidone aman untuk Schizophrenia dengan anaemia,ID,apakah medicine aman untuk disease dengan anaemia,12,Safety / Contraindication,0.6465199,Interaction / Combination,0.25957885,0.38694105,0.08284629,0.21724896,0.6999048,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.34960404,Epidemiology / Prognosis,0.31580785,0.03379619,False,0.300292,0.284491,0.215575,0.277102,0.349604,0.308284,0.244653,0.315808,0.226772,0.082329
Q079,Benzodiazepines mechanism of action in Febrile Seizure,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.26613,0.20812747,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245985,0.053999
Q080,Urinary Tract Infection dengan obesity pilihan drug terbaik,MIXED,disease dengan obesity pilihan drug terbaik,2,Management / Treatment Selection,0.992386,Guideline / Evidence Lookup,0.004362032,0.98802394,0.024404591,0.09008714,0.8855083,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.4239501,Management / Treatment,0.27742967,0.14652044,False,0.27743,0.235046,0.154749,0.185118,0.42395,0.25969,0.163353,0.23682,0.170563,0.022362
Q081,Stable Angina dengan hypertension pilihan drug terbaik,MIXED,disease dengan hypertension pilihan drug terbaik,1,Management / Treatment Selection,0.9922327,Guideline / Evidence Lookup,0.0044799307,0.98775274,0.028421257,0.08971623,0.8818625,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.43295264,Evidence / Guideline Lookup,0.38910407,0.043848574,False,0.358002,0.269525,0.168461,0.199969,0.432953,0.389104,0.238373,0.339525,0.253076,0.126944
Q082,add on therapy Tuberculosis after Isoniazid failure,EN,add on therapy disease after medicine failure,0,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.5005618,Diagnosis / Differential Diagnosis,0.45402893,0.04653284,False,0.500562,0.454029,0.273193,0.374329,0.345319,0.422058,0.39688,0.446749,0.452204,0.084918
Q083,latest Pulmonary Embolism management guidelines terbaru,EN,latest disease management guidelines terbaru,0,Guideline / Evidence Lookup,0.9292537,Management / Treatment Selection,0.039107595,0.8901461,0.15030879,0.26743743,0.5822538,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Management / Treatment,0.5543601,Evidence / Guideline Lookup,0.50384086,0.050519228,False,0.55436,0.454364,0.37776,0.448654,0.430171,0.503841,0.446277,0.497728,0.413438,0.187467
Q084,algoritma terapi COPD step up,ID,algoritma terapi disease step up,11,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.3736121,Pharmacotherapy,0.2844178,0.0891943,False,0.373612,0.242224,0.225396,0.244146,0.284418,0.265559,0.242228,0.267169,0.255031,0.158703
Q085,Methylphenidate vs Methylphenidate efficacy in Breast Cancer HER2-positive,EN,medicine vs medicine efficacy in disease,0,Comparative Treatment Choice,0.9547989,Safety / Contraindication,0.02149563,0.93330324,0.04129908,0.8265778,0.13212314,Comparative Treatment Choice,Comparative Treatment Choice; Efficacy / Outcomes,2,True,Pharmacotherapy,0.5286352,Management / Treatment,0.43222964,0.096405566,False,0.43223,0.342168,0.306134,0.367672,0.528635,0.329424,0.401019,0.419474,0.39375,0.136194
Q086,add on Norepinephrine setelah Piperacillin-tazobactam gagal Sepsis,MIXED,add on medicine setelah medicine gagal disease,0,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.48695514,Procedures / Techniques,0.43216544,0.054789692,False,0.486955,0.365138,0.298429,0.376707,0.418626,0.375679,0.432165,0.401876,0.404557,0.071249
Q087,Rheumatoid Arthritis dengan renal impairment pilihan drug terbaik,MIXED,disease dengan renal impairment pilihan drug terbaik,1,Management / Treatment Selection,0.9917514,Guideline / Evidence Lookup,0.003734738,0.9880166,0.029837033,0.09045421,0.87970877,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.42591822,Epidemiology / Prognosis,0.31941915,0.106499076,False,0.304937,0.276381,0.214826,0.258191,0.425918,0.303244,0.225319,0.319419,0.245343,0.090538
Q088,renal dose adjustment Diazepam in Febrile Seizure,EN,renal dose adjustment medicine in disease,1,Dosing / Administration,0.9370421,Safety / Contraindication,0.02476116,0.912281,0.11514645,0.30007026,0.58478326,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.36038262,Evidence / Guideline Lookup,0.29834503,0.062037587,False,0.24936,0.149486,0.173452,0.241743,0.360383,0.298345,0.2658,0.261541,0.248634,-0.074709
Q089,biomarkers Community-acquired Pneumonia treatment response Rivaroxaban,EN,biomarkers disease treatment response medicine,0,Safety / Contraindication,0.41025126,Dosing / Administration,0.38823476,0.022016495,0.08477539,0.33485648,0.5803681,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Evidence / Guideline Lookup,0.42787552,Epidemiology / Prognosis,0.4103276,0.017547905,False,0.400153,0.384197,0.243361,0.368582,0.386112,0.427876,0.314677,0.410328,0.357468,0.015107
Q090,algoritma terapi Community-acquired Pneumonia step up,ID,algoritma terapi disease step up,11,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.3736121,Pharmacotherapy,0.2844178,0.0891943,False,0.373612,0.242224,0.225396,0.244146,0.284418,0.265559,0.242228,0.267169,0.255031,0.158703
Q091,Liraglutide pada pasien elderly Obesity apa perlu adjustment,MIXED,medicine pada pasien elderly disease apa perlu adjustment,8,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,Dosing / Administration,1,True,Management / Treatment,0.4471611,Patient Communication / Education,0.43528968,0.011871427,False,0.447161,0.201959,0.203671,0.27731,0.417105,0.420793,0.425101,0.387648,0.43529,0.049074
Q092,switch dari Levothyroxine ke Levothyroxine Hyperthyroidism progresif,MIXED,switch dari medicine ke medicine disease progresif,0,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.3716695,Procedures / Techniques,0.34782794,0.02384156,False,0.37167,0.226748,0.234984,0.337939,0.327019,0.341015,0.347828,0.315691,0.32162,0.022536
Q093,penggantian Ezetimibe ke Amlodipine pada Acute Coronary Syndrome,ID,penggantian medicine ke medicine pada disease,0,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.39711893,Procedures / Techniques,0.38902795,0.008090973,False,0.378805,0.222499,0.249126,0.334792,0.397119,0.335479,0.389028,0.322685,0.324192,0.030509
