query_id,query_text,language,therapeutic_area,query_length_band,entity_complexity,context_complexity,cluster_id,liang_final_intent,liang_top_probability,liang_probability_margin,prototype_top_intent,ambiguity_margin,matched_annotation_rules,n_rule_matches,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,intent_top_level,intent_subtype,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes,sampling_reasons
Q394,Topical calcineurin inhibitors adverse effects monitoring in Psoriasis,EN,Dermatology,medium,2-3 entities,one slot,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary
Q396,Norepinephrine dosing in Sepsis with diabetes,EN,Critical Care,short,2-3 entities,one slot,2,Dosing / Administration,0.41855136,0.028951436,Pharmacotherapy,0.12840608,Dosing / Administration,1,Dosing / Administration,Comparative Treatment Choice,0.42897224,0.007306367,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: three_way_disagreement (rule=Dosing / Administration; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,pilot; three_way_disagreement; low_candidate_prototype_margin; short_query
Q398,Corticosteroids terbaru untuk Sepsis 2024,MIXED,Critical Care,short,2-3 entities,multiple slots,6,Guideline / Evidence Lookup,0.8966595,0.8470768,Pharmacotherapy,0.07572538,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Management / Treatment Selection,0.3999927,0.012185276,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q399,Beta blockers selective mechanism untuk Atrial Fibrillation bagaimana cara kerjanya,MIXED,Cardiology,long,2-3 entities,none,6,Mechanism / Background Knowledge,0.96171975,0.9523075,Pharmacotherapy,0.18969372,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5507506,0.10586411,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; long_query
Q403,interaksi obat Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever,ID,Infectious Disease,medium,2-3 entities,none,0,Interaction / Combination,0.9658287,0.9564689,Pharmacotherapy,0.18101364,Interaction / Combination,1,Interaction / Combination,Comparative Treatment Choice,0.5584078,0.011051476,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,prototype_cluster_against_rule; low_candidate_prototype_margin; rare_intent
Q406,Ischaemic Stroke with pregnancy first line drug,EN,Neurology,medium,2-3 entities,one slot,14,Management / Treatment Selection,0.98180884,0.96883786,Pharmacotherapy,0.069200516,Management / Treatment Selection; Safety / Contraindication,2,Management / Treatment Selection,Safety / Contraindication,0.45546934,0.06764141,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,2,prototype_cluster_against_rule,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.,prototype_cluster_against_rule; multi_cue_boundary
Q416,Urinary Tract Infection risk stratification approach,EN,Infectious Disease,short,2-3 entities,none,9,Monitoring / Response / Risk Assessment,0.98009765,0.9730854,Epidemiology / Prognosis,0.025828153,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,0.5332895,0.119047016,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,3,unanimous,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,high,model_assisted_schema_review,False,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment).",short_query
Q419,add on therapy Systemic Lupus Erythematosus after Methotrexate failure,EN,Rheumatology,medium,2-3 entities,one slot,0,Treatment Change / Escalation,0.99019414,0.98607105,Management / Treatment,0.04653284,Treatment Change / Escalation,1,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).",three_way_disagreement; low_candidate_prototype_margin
Q422,kapan start Rivaroxaban di Deep Vein Thrombosis evidence terbaru terbaru,MIXED,Haematology,long,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9389991,0.90862304,Evidence / Guideline Lookup,0.061739504,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.52072036,0.050660193,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary; long_query
Q424,monitoring parameters Prednisolone in COPD,EN,Pulmonology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q425,target Urinary Tract Infection sudah tercapai kapan maintenance Tenofovir+Lamivudine,MIXED,Infectious Disease,medium,2-3 entities,none,0,Prophylaxis / Maintenance,0.9632334,0.9523321,Management / Treatment,0.0067189336,Prophylaxis / Maintenance,1,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent
Q428,penggantian Sertraline ke Venlafaxine pada Major Depressive Disorder,ID,Psychiatry,medium,4+ entities,none,0,Treatment Change / Escalation,0.99038905,0.98548526,Pharmacotherapy,0.008090973,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q445,indikasi Losartan pada Heart Failure guideline terbaru,MIXED,Cardiology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin
Q446,Type 1 Diabetes Mellitus dengan pregnancy pilihan terapi,ID,Endocrinology,medium,2-3 entities,one slot,14,Management / Treatment Selection,0.9692162,0.95698476,Management / Treatment,0.025593877,Management / Treatment Selection; Safety / Contraindication,2,Management / Treatment Selection,Safety / Contraindication,0.49146622,0.06783083,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,2,prototype_cluster_against_rule,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.,prototype_cluster_against_rule; multi_cue_boundary
Q448,Pembrolizumab vs Pembrolizumab untuk pasien Non-Small Cell Lung Cancer mana lebih efektif,MIXED,Oncology,long,2-3 entities,one slot,0,Comparative Treatment Choice,0.9871715,0.98253447,Pharmacotherapy,0.038450897,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.6681697,0.13081044,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; long_query
Q451,Colorectal Cancer prophylaxis Pembrolizumab indication,EN,Oncology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,pilot_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q456,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,MIXED,Pediatrics,long,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9412879,0.91276723,Evidence / Guideline Lookup,0.04704377,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.45754528,0.016293257,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_candidate_prototype_margin; long_query
Q463,Tuberculosis with renal impairment first line drug,EN,Pulmonology,medium,2-3 entities,one slot,1,Management / Treatment Selection,0.9874352,0.978567,Pharmacotherapy,0.050129145,Management / Treatment Selection,1,Management / Treatment Selection,Comparative Treatment Choice,0.36399767,0.015126318,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Dosing / Administration).,pilot; three_way_disagreement; low_candidate_prototype_margin
Q465,Hypertension prophylaxis Ramipril indication,EN,Cardiology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q467,Artemether-lumefantrine side effect pada pasien Typhoid Fever apa saja,MIXED,Infectious Disease,medium,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q468,Systemic Lupus Erythematosus prophylaxis Methotrexate indication,EN,Rheumatology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q469,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru,MIXED,Pulmonology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin
Q473,Tenofovir+Lamivudine efficacy pada Urinary Tract Infection clinical outcome data,MIXED,Infectious Disease,medium,2-3 entities,none,0,Efficacy / Outcomes,0.985386,0.97804695,Epidemiology / Prognosis,0.003800869,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent
Q475,Vitamin K antagonists kontraindikasi pada Deep Vein Thrombosis dengan heart failure,ID,Haematology,long,2-3 entities,none,7,Safety / Contraindication,0.36930543,0.05818674,Evidence / Guideline Lookup,0.01733157,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.41548434,0.01996383,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Pharmacotherapy,Safety / Contraindication,medium,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).",two_signal_including_rule; low_prototype_margin; long_query
Q476,Bortezomib vs Prednisolone untuk Rheumatoid Arthritis,ID,Rheumatology,short,4+ entities,one slot,0,Comparative Treatment Choice,0.98687124,0.9820754,Pharmacotherapy,0.047557205,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; short_query
Q477,Losartan long term outcomes Heart Failure,EN,Cardiology,short,2-3 entities,none,0,Efficacy / Outcomes,0.9887477,0.9833311,Epidemiology / Prognosis,0.06624815,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; rare_intent; short_query
Q478,kontraindikasi Bedaquiline pada Tuberculosis dengan immunocompromised,MIXED,Pulmonology,short,2-3 entities,none,0,Safety / Contraindication,0.8615675,0.82925475,Diagnosis / Differential Diagnosis,0.0052369535,Safety / Contraindication,1,Safety / Contraindication,Prophylaxis / Maintenance,0.47429535,0.02401504,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).",three_way_disagreement; low_prototype_margin; short_query
Q480,Venlafaxine dosing in Major Depressive Disorder with atrial fibrillation,EN,Psychiatry,medium,2-3 entities,one slot,13,Safety / Contraindication,0.44479293,0.06095299,Evidence / Guideline Lookup,0.018948331,Dosing / Administration,1,Dosing / Administration,Dosing / Administration,0.36817703,0.03508684,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Dosing / Administration,2,two_signal_including_rule,Pharmacotherapy,Dosing / Administration,medium,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: two_signal_including_rule (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Prophylaxis / Maintenance). Phase 2 suggestion 'Safety / Contraindication' was not retained because the explicit request maps to 'Dosing / Administration'.,two_signal_including_rule; phase2_model_disagreement
Q481,Metoprolol long term outcomes Stable Angina,EN,Cardiology,short,2-3 entities,none,0,Efficacy / Outcomes,0.9887477,0.9833311,Epidemiology / Prognosis,0.06624815,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; rare_intent; short_query
Q483,Hypertension dengan pregnancy pilihan drug terbaik,MIXED,Cardiology,short,2-3 entities,one slot,14,Management / Treatment Selection,0.9890631,0.98356974,Pharmacotherapy,0.13606599,Management / Treatment Selection; Safety / Contraindication,2,Management / Treatment Selection,Safety / Contraindication,0.48555988,0.054035187,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,2,prototype_cluster_against_rule,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.,prototype_cluster_against_rule; multi_cue_boundary; short_query
Q484,titration protocol Bedaquiline in Tuberculosis,EN,Pulmonology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,prototype_cluster_against_rule; low_prototype_margin; short_query
Q485,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy,EN,Gastroenterology,medium,2-3 entities,one slot,0,Interaction / Combination,0.40348408,0.18624467,Pharmacotherapy,0.018035889,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.5853206,0.09347534,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Interaction / Combination' was not retained because the explicit request maps to 'Treatment Change / Escalation'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement
Q492,titration protocol Alendronate in Osteoporosis,EN,Rheumatology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,prototype_cluster_against_rule; low_prototype_margin; short_query
Q493,monitoring parameters Isoniazid in Tuberculosis,EN,Pulmonology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q494,Corticosteroids terbaru untuk COPD terbaru,MIXED,Pulmonology,short,2-3 entities,one slot,6,Guideline / Evidence Lookup,0.8998325,0.852914,Pharmacotherapy,0.16027996,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Comparative Treatment Choice,0.46547943,0.004900992,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Comparative Treatment Choice; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q495,TNF inhibitors adverse effects monitoring in Systemic Lupus Erythematosus,EN,Rheumatology,medium,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary
